Weather,City Name,City ID
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Konotop,3095307
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Algarra,6357374
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",Bari,1650005
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",Meitang,1800808
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",Neustadt an der Aisch,2864057
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Hampshire,4938757
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",Kobilje,3197959
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Valdepeñas,2509983
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Irschen,7872781
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",La Vega de Acá,2515136
"[{'id': 211, 'main': 'Thunderstorm', 'description': 'thunderstorm', 'icon': '11d'}]",Berzunţi,684970
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",Colón,3712076
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Los Amates,3593235
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Guaymas,4005143
"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",Cagwait,1720907
"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}]",Rām Dās,1258708
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Morcone,3172612
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Passin,2855307
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Pumpkin Center,4486727
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Saint-Armel,6613771
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",Covington,4321005
"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",Düsseldorf District,2934245
"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",Rheinfelden,2659060
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",L'Abbaye,7287676
"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",Totolapan,3515195
"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",Pfaffroda,2854299
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",Kebonsari,7350565
"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",Landkreis Bad Dürkheim,2953523
"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",Trappe,4371620
